,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
2951,300383,光环新网,1.47,21.49,6.72,24.29,2.21,6726.46,21.46,,03-19
2952,002409,雅克科技,0.47,-5.34,,6.46,,7868.14,-5.34,,03-19
2953,300177,中海达,0.54,50.0,4.63,12.36,0.33,10778.31,49.09,,03-19
2954,600889,南京化纤,0.08,60.0,,2.65,,2453.97,73.91,10派0.3,03-19
2955,600221,海航控股,0.17,-56.75,,9.0,,210505.2,9.2,,03-19
2956,600824,益民集团,0.19,-7.84,,10.24,,16503.66,10.35,10派0.6,03-19
2957,300231,银信科技,0.39,-21.76,2.96,14.05,0.28,4721.08,17.37,,03-19
2958,600026,中远海能,-0.68,-3211.06,,-10.27,,-229840.08,-3216.85,,03-19
2959,601898,中煤能源,0.27,-61.43,,4.13,,357560.2,-61.48,,03-19
2960,600485,信威集团,0.11,-132.92,,3.26,,1480.39,-132.88,,03-19
2961,002290,中科新材,0.14,16.67,,3.11,,3000.82,21.02,,03-19
2962,002338,奥普光电,0.63,34.04,,11.47,,7566.8,33.76,,03-19
2963,603167,渤海轮渡,0.49,-5.2,,9.29,,23353.61,10.22,,03-19
2964,002498,汉缆股份,0.4,11.11,,10.84,,43383.01,70.34,,03-19
2965,300030,阳普医疗,0.31,24.0,4.62,6.95,0.3,4611.99,23.08,,03-19
2966,600702,沱牌舍得,0.03,-96.82,,0.51,,1177.42,-96.82,10派0.2,03-19
2967,600011,华能国际,0.75,78.57,,17.87,,1052013.37,79.26,10派3.8,03-19
2968,300116,坚瑞沃能,0.03,-118.88,2.99,1.01,-0.06,482.79,-137.22,,03-19
2969,002091,江苏国泰,0.47,-11.32,,13.22,,16918.26,-11.6,,03-19
2970,000920,南方汇通,0.15,7.14,,6.31,,6516.14,10.13,,03-19
2971,002626,金达威,0.57,1.79,,7.92,,10213.06,0.43,,03-19
2972,600508,上海能源,0.21,-83.59,,1.94,,15264.52,-83.45,,03-19
2973,600170,上海建工,0.58,-15.94,,13.06,,161809.0,1.14,10派2转3,03-19
2974,000859,国风塑业,-0.09,-924.78,,-4.31,,-3918.91,-926.69,,03-18
2975,002438,江苏神通,0.32,1.28,,7.6,,6589.46,1.37,,03-18
2976,000868,安凯客车,-0.05,-135.71,,-2.77,,-3472.8,-136.5,,03-18
2977,002218,拓日新能,0.03,140.91,,0.91,,1298.07,143.78,,03-18
2978,300002,神州泰岳,0.84,-25.36,5.83,15.36,0.59,51754.42,20.63,,03-18
2979,601965,中国汽研,0.66,24.53,,13.49,,42218.19,41.77,,03-18
2980,600460,士兰微,0.13,550.0,,6.05,,11526.77,530.81,10转3,03-18
2981,600558,大西洋,0.19,-4.47,,3.64,,3988.25,43.34,10派0.6转3,03-18
2982,600223,鲁商置业,0.26,4.0,,15.58,,26402.64,7.07,,03-18
2983,600017,日照港,0.26,0.0,,8.85,,80191.01,1.96,,03-18
2984,600896,览海投资,0.03,-104.69,,1.2,,1973.49,-105.31,10派0.09,03-18
2985,000019,深深宝A,0.17,-41.41,,4.52,,4366.22,-41.42,10转2,03-18
2986,000068,华控赛格,-0.04,-1285.71,,-17.35,,-3720.14,-1275.01,,03-18
2987,000498,山东路桥,0.23,-27.89,,12.14,,26124.38,12.8,,03-18
2988,600321,正源股份,0.06,1475.0,1.82,3.55,0.07,7484.98,1607.19,10派0.2,03-18
2989,600761,安徽合力,0.98,44.12,,15.61,,50207.6,43.69,10派3送2,03-18
2990,300238,冠昊生物,0.33,10.0,4.04,8.68,0.34,4057.39,9.57,,03-18
2991,002233,塔牌集团,0.45,98.45,,11.11,,40037.36,98.42,,03-18
2992,601886,江河集团,0.26,-69.41,,6.41,,29083.22,-39.22,,03-18
2993,600767,*ST运盛,-0.17,-269.31,,-15.82,,-5845.38,-269.6,,03-18
2994,002426,胜利精密,0.29,89.06,,8.48,,11551.32,89.03,,03-18
2995,002271,东方雨虹,1.04,89.09,,25.36,,36370.66,92.78,,03-18
2996,600332,白云山,0.77,57.7,5.29,15.71,,98004.51,147.94,10派2.3,03-18
2997,600980,北矿科技,0.11,-171.36,,5.55,,1383.07,-171.34,,03-18
2998,600266,北京城建,1.44,17.31,,15.94,,128437.48,17.31,10派4.4转2,03-18
2999,002581,未名医药,0.63,-21.25,,12.28,,8803.73,2.05,,03-18
3000,601965,中国汽研,0.66,24.53,,13.49,,42218.19,41.77,,03-18
3001,600460,士兰微,0.13,550.0,,6.05,,11526.77,530.81,,03-18
3002,600896,览海投资,0.03,-104.69,,1.2,,1973.49,-105.31,10派0.09,03-18
3003,000019,深深宝A,0.17,-41.41,,4.52,,4366.22,-41.42,10转2,03-18
3004,600223,鲁商置业,0.26,4.0,,15.58,,26402.64,7.07,,03-18
3005,600017,日照港,0.26,0.0,,8.85,,80191.01,1.96,,03-18
3006,300238,冠昊生物,0.33,10.0,4.04,8.68,0.34,4057.39,9.57,,03-18
3007,000068,华控赛格,-0.04,-1285.71,,-17.35,,-3720.14,-1275.01,,03-18
3008,000498,山东路桥,0.23,-27.89,,12.14,,26124.38,12.8,,03-18
3009,600321,正源股份,0.06,1475.0,1.82,3.55,0.07,7484.98,1607.19,10派0.2,03-18
3010,600761,安徽合力,0.98,44.12,,15.61,,50207.6,43.69,10派3送2,03-18
3011,002233,塔牌集团,0.45,98.45,,11.11,,40037.36,98.42,,03-18
3012,601886,江河集团,0.26,-69.41,,6.41,,29083.22,-39.22,,03-18
3013,600767,*ST运盛,-0.17,-269.31,,-15.82,,-5845.38,-269.6,,03-18
3014,002426,胜利精密,0.29,89.06,,8.48,,11551.32,89.03,,03-18
3015,600980,北矿科技,0.11,-171.36,,5.55,,1383.07,-171.34,,03-18
3016,002271,东方雨虹,1.04,89.09,,25.36,,36370.66,92.78,,03-18
3017,600332,白云山,0.77,57.7,5.29,15.71,,98004.51,147.94,10派2.3,03-18
3018,600266,北京城建,1.44,17.31,,15.94,,128437.48,17.31,10派4.4转2,03-18
3019,002581,未名医药,0.63,-21.25,,12.28,,8803.73,2.05,,03-18
3020,002597,金禾实业,0.53,-15.87,,8.39,,14607.42,7.8,,03-18
3021,000728,国元证券,0.34,61.9,,4.37,,66413.19,63.29,10派1,03-18
3022,600850,华东电脑,0.75,25.46,,19.15,,23968.96,25.45,10派2.3,03-18
3023,002452,长高集团,0.59,39.57,,7.21,,7660.04,39.64,,03-18
3024,002602,世纪华通,0.31,-13.89,,5.04,,8116.1,-13.1,,03-18
3025,000543,皖能电力,1.11,202.45,,18.12,,109595.15,285.79,10派3转5,03-18
3026,600802,福建水泥,0.05,-33.33,,1.5,,1904.58,-33.83,10派0.16,03-18
3027,300145,中金环境,1.1,30.95,8.75,13.41,1.31,15909.35,31.6,,03-18
3028,600872,中炬高新,0.27,69.33,,10.41,,21283.78,69.31,10派0.81,03-18
3029,002494,华斯股份,0.74,15.63,,8.48,,8423.28,16.12,,03-18
3030,600258,首旅酒店,0.51,4.96,,11.54,,11797.01,4.97,10派2.5,03-18
3031,600389,江山股份,1.53,808.67,,28.33,,30279.39,808.75,10派4.7,03-18
3032,002722,金轮股份,0.47,-6.0,,14.66,,4827.94,-6.56,,03-18
3033,600486,扬农化工,2.19,94.59,,17.81,,37758.2,94.57,10派2.2送3转2,03-18
3034,300284,苏交科,0.77,31.32,6.47,12.62,1.19,18555.41,31.32,,03-18
3035,002018,华信国际,0.05,-86.84,,2.45,,4403.48,-60.65,,03-18
3036,600359,新农开发,0.05,-16.67,,3.78,,1516.93,-19.36,,03-18
3037,600777,新潮能源,0.06,-150.0,1.95,2.87,,3452.06,-146.87,,03-18
3038,002146,荣盛发展,1.55,34.78,5.79,30.51,,290636.36,35.8,,03-18
3039,002119,康强电子,0.08,100.0,,2.5,,1728.55,105.11,,03-18
3040,002167,东方锆业,-0.17,-950.0,,-4.78,,-6863.71,-881.64,,03-18
3041,002124,天邦股份,0.3,36.36,,13.67,,6063.11,34.19,,03-18
3042,000739,普洛药业,0.21,-43.39,,10.2,,16735.88,22.04,,03-18
3043,002563,森马服饰,1.35,18.42,,11.41,,90200.38,18.56,,03-17
3044,600729,重庆百货,2.1,12.3,,22.45,,78365.29,12.41,10派6.5,03-17
3045,002527,新时达,0.47,-28.79,,11.29,,16610.9,22.69,,03-17
3046,002236,大华股份,1.0,-20.0,,35.09,,113092.19,61.52,,03-17
3047,600898,国美通讯,0.11,18.17,,9.15,,2774.98,18.11,,03-15
3048,600617,国新能源,0.78,-1396.17,,27.85,,30785.19,-3438.09,,03-15
3049,000901,航天科技,0.19,18.75,,5.9,,4767.2,21.26,,03-15
3050,002595,豪迈科技,1.58,59.78,,14.8,,31635.8,59.95,,03-15
3051,002295,精艺股份,0.02,-35.74,,0.43,,357.75,-35.9,,03-15
3052,600343,航天动力,0.25,3.73,,3.87,,7355.29,29.51,,03-15
3053,002187,广百股份,0.65,16.07,,10.29,,22213.91,15.22,,03-15
3054,000836,鑫茂科技,0.05,-25.71,,1.82,,1376.55,-25.82,,03-15
3055,000056,皇庭国际,10.51,12717.07,,103.57,,232069.7,12660.72,10转2,03-15
3056,600629,华建集团,0.04,42.86,,1.81,,1388.11,41.94,,03-15
3057,600666,奥瑞德,0.11,-15.38,,7.57,,3274.58,-9.95,10派0.14,03-15
3058,600109,国金证券,0.25,-10.58,,4.85,,31691.14,15.49,10派0.8,03-15
3059,600207,安彩高科,0.02,-102.16,,1.6,,995.25,-102.88,,03-15
3060,600466,蓝光发展,0.05,5.12,,3.92,,2252.86,5.09,,03-15
3061,600246,万通地产,0.31,1.53,,10.49,,38067.27,1.55,10派0.7,03-15
3062,600378,天科股份,0.25,8.7,,11.69,,7463.04,8.36,10派1,03-15
3063,600271,航天信息,1.18,7.27,,19.07,,109253.42,7.32,,03-15
3064,000524,岭南控股,0.13,18.18,,5.52,,3442.12,11.14,10派0.97,03-15
3065,000973,佛塑科技,0.08,-38.46,,3.94,,7898.32,-34.27,,03-15
3066,000695,滨海能源,0.01,0.0,,,,325.81,6.1,,03-15
3067,600238,海南椰岛,0.3,-14.29,,15.94,,13545.55,-14.43,10派1,03-15
3068,600331,宏达股份,0.03,-105.0,,3.49,,2644.96,-105.01,,03-15
3069,600463,空港股份,0.3,3.45,,9.97,,7538.96,2.02,,03-15
3070,002226,江南化工,0.68,2.76,,10.93,,26911.39,3.24,,03-15
3071,002034,旺能环境,0.46,84.0,,7.6,,3839.65,87.04,,03-15
3072,600400,红豆股份,0.09,80.0,,3.48,,4793.14,73.38,10派0.3,03-15
3073,002456,欧菲科技,1.25,-25.15,,19.86,,57133.55,77.95,,03-15
3074,002542,中化岩土,0.35,9.38,,8.63,,7070.32,10.78,,03-15
3075,000591,太阳能,0.12,9.03,,7.7,,3313.52,8.95,10派0.4,03-15
3076,600841,上柴股份,0.24,0.0,,6.34,,20533.39,0.8,10派0.59,03-15
3077,600617,国新能源,0.78,-1396.17,,27.85,,30785.19,-3438.09,,03-15
3078,000901,航天科技,0.19,18.75,,5.9,,4767.2,21.26,10派0.2,03-15
3079,002595,豪迈科技,1.58,59.78,,14.8,,31635.8,59.95,,03-15
3080,600898,国美通讯,0.11,18.17,,9.15,,2774.98,18.11,,03-15
3081,002295,精艺股份,0.02,-35.74,,0.43,,357.75,-35.9,,03-15
3082,600343,航天动力,0.25,3.73,,3.87,,7355.29,29.51,,03-15
3083,000056,皇庭国际,10.51,12717.07,,103.57,,232069.7,12660.72,10转2,03-15
3084,600629,华建集团,0.04,42.86,,1.81,,1388.11,41.94,,03-15
3085,600666,奥瑞德,0.11,-15.38,,7.57,,3274.58,-9.95,10派0.14,03-15
3086,600109,国金证券,0.25,-10.58,,4.85,,31691.14,15.49,10派0.8,03-15
3087,002187,广百股份,0.65,16.07,,10.29,,22213.91,15.22,,03-15
3088,000836,鑫茂科技,0.05,-25.71,,1.82,,1376.55,-25.82,,03-15
3089,600207,安彩高科,0.02,-102.16,,1.6,,995.25,-102.88,,03-15
3090,600864,哈投股份,0.6,17.65,,11.48,,33043.51,17.88,10派2.5,03-15
3091,601318,中国平安,3.56,40.71,23.08,16.4,27.43,2815400.0,40.42,,03-14
3092,600422,昆药集团,0.71,23.04,,18.15,,23162.33,27.44,10派3.5,03-14
3093,600452,涪陵电力,0.34,88.89,,13.84,,5414.95,91.44,,03-14
3094,000608,阳光股份,0.26,-25.71,,6.66,,28007.6,5.5,10派0.3,03-14
3095,002459,天业通联,-1.93,34.97,,-60.12,,-42919.58,34.97,,03-14
3096,002523,天桥起重,0.08,33.33,,2.58,,2761.49,88.13,,03-14
3097,002159,三特索道,0.26,-43.48,,5.64,,3123.15,-43.43,,03-14
3098,300233,金城医药,0.53,55.88,8.44,6.47,0.78,6459.67,55.24,,03-14
3099,000911,南宁糖业,0.17,-115.74,,4.48,,4937.12,-115.91,,03-14
3100,002238,天威视讯,0.45,12.5,,9.47,,14321.89,12.16,,03-14
3101,300119,瑞普生物,0.78,4.0,8.31,9.79,0.46,15195.89,5.47,,03-14
3102,002206,海利得,0.23,15.0,,5.14,,10115.98,15.33,,03-14
3103,600111,北方稀土,0.65,4.22,,21.79,,157418.61,4.22,10派2,03-14
3104,002628,成都路桥,0.48,-38.46,,15.53,,31494.28,20.97,,03-14
3105,000802,北京文化,0.09,-39.81,,3.88,,3254.78,20.36,10派0.2,03-14
3106,300342,天银机电,1.01,7.45,7.5,14.0,0.33,10070.2,25.34,,03-14
3107,002402,和而泰,0.35,34.62,,4.59,,3517.49,34.12,,03-14
3108,000686,东北证券,0.49,145.0,7.6,6.56,-2.42,48005.74,218.77,10派0.8转10,03-14
3109,002653,海思科,0.48,-57.14,,29.8,,51921.89,17.19,,03-14
3110,600079,人福医药,0.83,1.22,,11.92,,41778.01,2.9,10派1.2,03-14
3111,000069,华侨城A,0.61,14.51,,20.16,,440828.79,14.51,10派0.700015,03-13
3112,600665,天地源,0.31,10.11,,11.69,,26642.75,10.12,10派1,03-13
3113,002143,印纪传媒,-0.12,-334.34,,-5.0,,-2419.44,-334.2,,03-13
3114,002405,四维图新,0.15,-40.0,,4.39,,10532.65,-26.83,,03-13
3115,600449,宁夏建材,0.63,382.31,,7.62,,30004.56,389.95,,03-13
3116,002421,达实智能,0.39,5.01,,11.2,,8229.42,5.77,,03-13
3117,000877,天山股份,0.32,-13.51,,4.26,,28020.35,-12.08,10派1,03-13
3118,600315,上海家化,1.19,-15.6,,24.89,,80015.41,30.18,10派5.1,03-13
3119,600095,哈高科,0.09,35.4,,4.81,,3315.08,35.34,10派0.28,03-13
3120,600665,天地源,0.31,10.11,,11.69,,26642.75,10.12,10派1,03-13
3121,002143,印纪传媒,-0.12,-334.34,,-5.0,,-2419.44,-334.2,,03-13
3122,002405,四维图新,0.15,-40.0,,4.39,,10532.65,-26.83,,03-13
3123,600449,宁夏建材,0.63,382.31,,7.62,,30004.56,389.95,,03-13
3124,002421,达实智能,0.39,5.01,,11.2,,8229.42,5.77,,03-13
3125,600095,哈高科,0.09,35.4,,4.81,,3315.08,35.34,10派0.28,03-13
3126,000877,天山股份,0.32,-13.51,,4.26,,28020.35,-12.08,,03-13
3127,600315,上海家化,1.19,-15.6,,24.89,,80015.41,30.18,10派5.1,03-13
3128,600814,杭州解百,0.2,-20.0,,7.96,,6296.39,-18.63,10派0.7,03-12
3129,300349,金卡智能,1.29,-19.88,8.28,16.95,0.67,11642.32,44.6,,03-12
3130,600771,广誉远,-0.08,-105.48,,-171.2,,-1956.4,-105.5,,03-12
3131,000035,中国天楹,5.99,-277.74,,-87.57,,113154.7,-277.9,,03-12
3132,000423,东阿阿胶,1.84,15.64,,25.8,,120287.82,15.64,10派7,03-12
3133,600139,西部资源,-0.09,-130.24,1.95,,,-5636.95,-130.23,,03-12
3134,002649,博彦科技,0.85,32.81,,13.15,,12790.74,33.6,,03-12
3135,002493,荣盛石化,0.21,-8.7,,3.35,,23016.67,-8.71,,03-12
3136,000034,神州数码,0.05,400.0,,17.16,,1676.69,317.63,,03-12
3137,002241,歌尔股份,0.86,-21.82,,22.75,,130662.65,43.79,,03-12
3138,600654,*ST中安,0.16,12.93,,8.29,,11937.82,13.83,10派0.48,03-12
3139,600675,中华企业,0.26,-28.93,,5.87,,40166.35,-28.93,10派1送2,03-12
3140,300095,华伍股份,0.66,110.24,7.38,9.23,-0.33,6611.06,174.81,,03-12
3141,300159,新研股份,0.56,27.27,5.71,10.3,0.8,10175.93,27.1,,03-12
3142,600323,瀚蓝环境,0.4,8.11,,9.93,,23387.81,22.93,10派1,03-12
3143,600502,安徽水利,0.4,-48.05,,13.98,,20286.26,-21.3,,03-12
3144,600520,文一科技,0.06,-240.8,,2.89,,674.65,-240.63,,03-12
3145,600875,东方电气,1.17,7.34,,14.1,,234943.16,7.22,10派1.8,03-12
3146,600062,华润双鹤,1.52,41.71,,17.56,,87069.02,41.71,10派3.42,03-12
3147,600565,迪马股份,0.05,-68.75,,2.67,,3398.06,-71.15,10派0.2,03-12
3148,002016,世荣兆业,0.86,132.43,,39.91,,55445.08,225.92,,03-12
3149,300110,华仁药业,0.28,-36.36,3.25,9.05,0.09,12151.94,25.81,,03-12
3150,600587,新华医疗,1.28,30.61,,13.25,,23168.02,41.86,10派1.2转10,03-12
3151,600386,北巴传媒,0.43,4.88,,11.44,,17423.54,6.52,10派2.7,03-12
3152,000737,南风化工,-0.24,-193.58,,-32.03,,-13109.66,-193.56,,03-12
3153,600488,天药股份,0.06,-69.23,,2.12,,5192.57,-47.47,10派0.18,03-12
3154,000848,承德露露,0.83,50.91,,36.53,,33394.01,50.13,,03-12
3155,600279,重庆港九,0.23,21.05,,3.76,,7793.75,19.28,10派0.7,03-12
3156,603766,隆鑫通用,0.69,11.29,,16.22,,55232.67,19.6,,03-12
3157,600118,中国卫星,0.28,-6.67,,10.28,,30579.53,13.04,10派0.8,03-12
3158,002469,三维工程,0.48,-11.11,,13.74,,12161.25,32.91,,03-12
3159,600055,万东医疗,0.2,34.23,,6.7,,4362.32,35.24,10派0.5,03-12
3160,600252,中恒集团,0.68,4.13,3.38,22.1,0.87,74251.59,4.09,10派2,03-12
3161,000703,恒逸石化,0.37,37.04,,7.94,,42693.32,36.09,10派1,03-12
3162,000936,华西股份,0.06,-68.42,,2.42,,4481.73,-67.64,,03-12
3163,300172,中电环保,0.53,20.45,6.68,8.21,0.62,6907.07,20.47,,03-11
3164,600711,盛屯矿业,0.24,354.72,,4.54,,10610.63,584.74,,03-11
3165,600608,*ST沪科,-0.01,-112.5,,-0.87,,-313.96,-111.96,,03-11
3166,002366,台海核电,0.22,-9.46,,4.01,,2914.84,-9.44,,03-11
3167,300204,舒泰神,0.46,-61.67,5.47,8.52,0.46,10957.26,-31.62,,03-11
3168,002178,延华智能,0.26,100.0,,8.53,,3762.56,114.24,,03-11
3169,002023,海特高新,0.39,44.44,,11.25,,12707.01,56.7,,03-11
3170,002654,万润科技,0.25,-45.65,,8.68,,4444.92,15.5,,03-11
3171,002033,丽江旅游,0.69,-17.38,,15.78,,14780.5,7.75,,03-11
3172,600287,江苏舜天,0.76,1590.71,,32.75,,33381.44,1592.1,10派0.8,03-11
3173,002155,湖南黄金,0.21,-70.0,,6.85,,20480.92,-61.85,,03-11
3174,000590,启迪古汉,-0.74,-219.51,,-44.41,,-16445.05,-219.51,,03-11
3175,000635,英力特,0.25,126.79,,2.84,,7701.2,153.62,10派1,03-11
3176,300298,三诺生物,1.25,-19.87,7.3,18.7,0.86,16530.63,28.32,,03-11
3177,000712,锦龙股份,0.12,76.12,,2.37,,5287.64,124.12,10派2转10,03-11
3178,002186,全聚德,0.39,-63.8,,12.41,,11006.38,-27.62,,03-11
3179,600199,金种子酒,0.24,-76.24,,6.1,,13345.25,-76.22,10派0.8,03-11
3180,300204,舒泰神,0.46,-61.67,5.47,8.52,0.46,10957.26,-31.62,,03-11
3181,002178,延华智能,0.26,100.0,,8.53,,3762.56,114.24,,03-11
3182,002023,海特高新,0.39,44.44,,11.25,,12707.01,56.7,10派1,03-11
3183,002654,万润科技,0.25,-45.65,,8.68,,4444.92,15.5,,03-11
3184,002033,丽江旅游,0.69,-17.38,,15.78,,14780.5,7.75,,03-11
3185,600287,江苏舜天,0.76,1590.71,,32.75,,33381.44,1592.1,10派0.8,03-11
3186,000590,启迪古汉,-0.74,-219.51,,-44.41,,-16445.05,-219.51,,03-11
3187,002155,湖南黄金,0.21,-70.0,,6.85,,20480.92,-61.85,,03-11
3188,300298,三诺生物,1.25,-19.87,7.3,18.7,0.86,16530.63,28.32,,03-11
3189,000635,英力特,0.25,126.79,,2.84,,7701.2,153.62,10派1,03-11
3190,600073,上海梅林,0.19,0.0,,8.07,,15531.71,10.85,10派0.6,03-10
3191,002127,南极电商,-1.17,192.5,,-75.07,,-52071.5,191.21,,03-10
3192,000766,通化金马,0.01,0.0,,0.66,,409.21,6.11,,03-10
3193,002371,北方华创,0.29,-67.05,,5.79,,10309.24,-26.97,,03-10
3194,600552,凯盛科技,0.65,-43.13,,11.07,,14481.62,8.96,10派0.65转5,03-10
3195,600084,中葡股份,,,,1.67,,1572.88,58.07,,03-08
3196,600010,包钢股份,0.03,-25.0,,1.23,,25069.27,-2.13,10派0.1,03-08
3197,600537,亿晶光电,0.14,-109.86,,5.67,,6887.68,-110.01,10派0.5,03-08
3198,000407,胜利股份,0.03,-113.64,,1.86,,2058.0,-114.69,,03-08
3199,300190,维尔利,0.18,-74.29,6.17,3.01,-0.32,2888.16,-57.53,,03-08
3200,600873,梅花生物,0.13,-40.91,,5.5,,40369.76,-33.58,10派1,03-08
3201,300227,光韵达,0.13,-61.76,2.45,5.61,0.23,1805.81,-21.78,,03-08
3202,000833,贵糖股份,-0.36,-820.0,,-12.15,,-10612.59,-857.02,,03-08
3203,600360,华微电子,0.06,2.0,,2.38,,4397.78,2.47,10派0.2,03-08
3204,000757,浩物股份,0.15,50.0,,61.6,,5506.66,49.29,,03-08
3205,600644,乐山电力,-0.91,-750.96,,-47.66,,-29859.32,-750.75,,03-08
3206,300295,三六五网,2.14,5.42,13.78,16.34,2.88,11438.4,12.92,,03-08
3207,002077,大港股份,0.21,-19.23,,5.93,,5409.6,-17.88,,03-08
3208,600059,古越龙山,0.23,-23.59,,5.88,,14393.83,-24.57,10派1,03-08
3209,600094,大名城,0.17,35.2,,10.22,,25545.09,35.19,,03-08
3210,002242,九阳股份,0.62,3.33,,16.38,,46970.65,3.18,,03-08
3211,002488,金固股份,0.25,-21.88,,4.92,,4506.46,-21.27,,03-08
3212,000999,华润三九,1.21,16.35,,20.86,,118110.48,16.47,10派2.6,03-08
3213,002092,中泰化学,0.08,-64.26,,1.4,,10235.57,-62.19,,03-08
3214,002225,濮耐股份,0.16,23.08,,8.29,,12248.81,30.14,,03-08
3215,002514,宝馨科技,0.19,-17.39,,3.89,,2032.3,-18.37,,03-08
3216,300127,银河磁体,0.34,-29.17,6.06,5.67,0.21,5527.65,-28.2,,03-08
3217,600532,宏达矿业,0.41,-14.58,,16.68,,16370.98,33.8,10派0.7,03-08
3218,300084,海默科技,0.18,606.02,4.92,3.59,0.55,2250.36,605.14,,03-08
3219,600787,中储股份,0.36,-23.92,,6.12,,33587.21,-16.47,10派0.5送2转8,03-08
3220,600183,生益科技,0.39,69.57,,13.17,,55785.03,72.5,10派4,03-08
3221,002080,中材科技,0.27,-15.6,,4.47,,10794.91,-15.62,,03-08
3222,002160,常铝股份,-0.17,-14.71,1.55,-10.62,,-5920.91,-14.51,,03-08
3223,002448,中原内配,0.69,-52.38,,9.57,,16240.46,13.49,,03-07
3224,601313,江南嘉捷,0.44,-33.35,,13.18,,18060.48,24.59,,03-07
3225,002036,联创电子,0.08,14.29,,5.06,,1693.82,18.39,,03-07
3226,002539,云图控股,0.32,-13.51,,4.59,,10669.19,-12.84,,03-07
3227,300253,卫宁健康,0.75,53.06,5.82,14.15,0.46,8060.4,52.51,,03-07
3228,300140,中环装备,0.07,-30.0,6.49,1.16,-0.12,914.37,-28.39,,03-07
3229,000418,小天鹅A,0.65,20.37,,10.88,,41335.01,22.15,10派3,03-07
3230,000617,中油资本,0.03,-130.0,,1.41,,984.46,-134.73,,03-07
3231,002504,*ST弘高,-0.11,-257.14,,-2.42,,-1592.69,-310.14,,03-07
3232,300085,银之杰,0.12,-20.23,4.3,2.79,-0.03,1444.67,-19.88,,03-07
3233,000002,万科A,1.37,20.18,6.98,21.54,0.18,1511854.94,20.46,10派4.1,03-07
3234,002584,西陇科学,0.24,-25.0,,4.76,,4860.75,-24.41,,03-07
3235,300019,硅宝科技,0.43,-28.33,3.31,13.58,0.35,7009.77,14.04,,03-07
3236,600892,大晟文化,0.04,-80.95,,58.85,,282.52,-78.49,,03-07
3237,000062,深圳华强,0.62,46.45,,23.67,,41201.42,46.51,10派3,03-07
3238,000001,平安银行,1.86,-29.01,11.77,16.57,9.63,1523100.0,13.64,10派1.6转2,03-07
3239,002342,巨力索具,0.07,-46.15,,3.0,,7019.09,-41.83,,03-06
3240,002374,丽鹏股份,0.2,-56.52,,4.71,,3783.64,-8.11,,03-06
3241,600816,安信信托,0.62,159.68,,37.4,,27960.18,159.65,10派2,03-06
3242,600482,中国动力,0.24,41.18,,7.99,,11635.88,49.54,,03-06
3243,300184,力源信息,0.17,-10.53,4.34,3.9,-0.17,1710.75,-10.21,,03-06
3244,600867,通化东宝,0.2,150.0,,9.43,,18391.34,193.28,10派2送1,03-06
3245,600522,中天科技,0.75,24.92,,11.05,,52653.49,25.01,10派1,03-06
3246,600099,林海股份,0.0,-18.18,,0.08,,40.19,-18.38,10派0.5,03-06
3247,002349,精华制药,0.18,-27.67,,5.58,,3559.72,-27.68,,03-06
3248,000553,沙隆达A,0.54,209.22,,22.88,,32081.2,209.16,10派0.5,03-06
3249,300046,台基股份,0.28,-31.38,5.84,4.85,0.51,4017.24,-31.37,,03-06
3250,600707,彩虹股份,0.1,-104.36,,3.84,,7479.56,-104.34,,03-06
3251,000885,同力水泥,0.16,-68.91,,3.94,,6637.69,-59.58,10派0.2,03-05
3252,002678,珠江钢琴,0.21,-47.5,,11.37,,19645.34,7.65,,03-05
3253,000050,深天马A,0.25,163.71,,10.04,,14354.52,163.79,10派1,03-05
3254,002624,完美世界,0.08,-46.67,,3.35,,1670.08,-43.66,,03-05
3255,300360,炬华科技,2.29,28.65,6.33,38.57,2.16,17181.95,28.43,,03-05
3256,600663,陆家嘴,0.75,39.07,,11.69,,140595.94,39.07,10派2.26,03-05
3257,600295,鄂尔多斯,0.71,16.39,,11.66,,73692.47,17.61,10派1.2,03-05
3258,000430,张家界,0.16,-48.41,,12.77,,5220.61,-48.41,,03-05
3259,300052,中青宝,0.2,53.85,3.64,5.58,0.42,5102.73,205.7,,03-05
3260,600370,三房巷,0.08,-15.23,,2.1,,2484.4,-15.21,,03-05
3261,000837,秦川机床,-0.08,-370.1,,-2.68,,-2929.99,-369.81,,03-05
3262,002579,中京电子,0.05,-16.67,,1.96,,1182.56,25.15,,03-05
3263,002198,嘉应制药,0.65,1802.62,,33.97,,13949.05,1879.5,,03-05
3264,002268,卫士通,0.23,117.39,,7.16,,3886.14,117.44,,03-05
3265,600369,西南证券,0.27,80.0,,5.88,,63032.88,84.09,10派1.2,03-05
3266,000514,渝开发,0.15,94.68,,4.86,,12648.29,114.14,10派0.3,03-05
3267,000965,天保基建,0.24,4.35,,6.62,,16725.79,5.24,10派0.22,03-05
3268,600439,瑞贝卡,0.18,7.59,,7.81,,17257.29,8.86,,03-05
3269,002117,东港股份,0.43,4.88,,11.42,,13004.22,26.24,,03-04
3270,002331,皖通科技,0.33,-32.65,,9.72,,7076.38,7.76,,03-04
3271,002475,立讯精密,0.62,-13.89,,15.48,,33977.58,29.15,,03-04
3272,600284,浦东建设,0.75,3.65,,11.73,,49349.8,37.42,,03-04
